"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled","subrule_of","go_to_rule","req_screen_off","req_charging","req_silent","req_do_not_disturb","req_car_mode","prev_rule_timeout","priority_alert","probability","package_names","label"
"فعاليات لاك","none","*╗━═━━═✦•⊰⚜️ ⊱•✦═━═━━╔*\n\n*「قسم الفعاليات」*\n\n\n*「 ☜فعالية الكتابة🖌️」*\n\n*✪بايجيك اسم شخصيه من الانمي وانت تكتب نفس الاسم*\n*✿اكتب:[كت]*\n\n✦━═━═━┊⚜️┊━═━═━✦\n\n*「فعاليه الطلبات 」*\n\n*اكتب:【طلب】*\n*ورح يجيك طلب وانت تنفذه*\n\n✦━═━═━┊⚜️┊━═━═━✦\n\n*「☜فعاليه الجمع🔗 」*\n\n*✪بايجيك اسم مرتب بس مفكك وانت تجمع حروفه*\n*✪مثلا غ ي ن ت و ك ي>>غينتوكي وهكذا*\n*✿اكتب:[*****]*\n\n✦━═━═━┊⚜️┊━═━═━✦\n\n*「 ☜فعاليه الانمي🏞️」*\n\n*✪بايجيك اسم شخصيه وانت تقول من اي انمي ذي الشخصيه*\n*✪مثلا لوفي>> ون بيس وهكذا*\n*✿اكتب:[كت]*\n\n✦━═━═━┊⚜️┊━═━═━✦\n\n*「 ☜فعاليه التقنيات⚡」*\n\n*✪باتجيك اسم تقنيه وانت تقول اسم صاحب التقنيه*\n*✪مثلا كاميهاميها>> غوكو وهكذا*\n*✿اكتب:[******]*\n✦━═━═━┊⚜️┊━═━═━✦\n\n\n*「☜فعاليه الحروف 」*\n\n*✪بايجيك حرف وانت جيب اسم يبدأ بهذا الحرف*\n*✪مثلا B>> باين وهكذا*\n*✿اكتب:[حر]*\n\n*╝━═━═✦•⊰⚜️⊱•✦━═━━╚*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"طلب","none","✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *(  صوره ناتسو دراغنيل بنمط التنين )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *(  صوره عين شينوبو )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *(  صوره زاك)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *(صوره عمكم يامي وهو يضحك )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره دابي بدون كدمات )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره موزان وهو طفل)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره سوكونا وهو يضحك )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره شانكس )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *(صوره آيس وهو بنت)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره اوتشيها مادارا بالسوسانو )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره اوتشيها ايتاتشي بالسوسانو )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره اوبيتو بنمط حكيم المسارات )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره ريوزاكي إل )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره ناروتو شيبودن بنمط الناسك )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره باين وهو ينفذ الشينرا تنسي)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره دوما)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره اكازا وهو يفعل تقنيته ضد رينغوكو )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره لوفي بالجير الرابع)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره لاك وهو يبتسم )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره اوباناي )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره سون غوكو بالغريزة الفائقة)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره برولي قبل تحوله)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره كريلين )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره زينيتسو بنمط سرعه الإله ضد داكي)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره لأحد زوجات تنغن)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره ايرين ييغر وهو يبكي)*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n        *( صوره مضحكة لليفاي)*\n✦ ╩═══┅✧⚜️✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n        *( صوره اول مايت )*\n✦ ╩═══┅✧⚜️✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n        *( صوره ميدوريا بوضع 100% من قوته )*\n✦ ╩═══┅✧⚜️✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n        *( صوره دابي وهو طفل)*\n✦ ╩═══┅✧⚜️✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n        *(  صوره دايسكي )*\n✦ ╩═══┅✧⚜️✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️✧┅═══╩ ✦\n        *( صوره كانيكي )*\n✦ ╩═══┅✧⚜️✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره اندرا )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( صوره كاكاشي )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦<#>✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n           【الطلب 】\n    【كم نقطة(1️⃣)】 \n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦\n        *( نسيت 🐦 💔 )*\n✦ ╩═══┅✧⚜️ ✧┅═══╩ ✦","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"لو خيروك","none","*ال عمك او  ال عمك*<#>*تودوروكي او باكوغو*<#>*ميدوريا او تودوروكي*<#>*تنتحر او تموت تعذيب وتروح جهنم*<#>*ون بيس او  ناروتو*<#>*سوكونا او غوجو ساتورو*<#>*10 مليون بالسجن لمدة 4 سنوات او. تعيش بالغابة*<#>*كانروجي ميتسوري او  شينوبو*<#>*البوت لاك او  باقي البوتات*<#>*سون غوكو او  باقي شخصيات الانمي*<#>*ضفادع مقليه او  صراصير نيئه*<#>*تعيش لحالك وعندك بيت وكل شي مدى الحياة او  تعيش مع أشخاص بدون بيت*<#>*تموت فقير وتروح جهنم او  تموت غني وتروح الجنة*<#>*دابي او  شانكس*<#>*اللحيه البيضاء او  جول دي روجر*<#>*نامي او  بوا هانكوك*<#>*بوا هانكوك  او. ياماتو*<#>*تعيش اصلع 20 سنه ويرجع يطلع شعرك.  او. تعيش 20 بشعرك وبعدين تصير اصلع*<#>*الحب او. الصداقة*<#>*الوحده او. الألفة*<#>*ريوزاكي ال.  او. باقي شخصيات الانمي*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"اقتباسات لاك","none","*╗━═━━═✦•⊰⚜️ ⊱•✦═━═━━╔*\n\n\n*اكتب.اسم الشخصيه التي تريد اقتباس عنها*\n\n\n*✦☜↜مادارا*\n*✦☜↜اوبيتو*\n*✦☜↜غامبول*\n*✦☜↜جيرايا*\n*✦☜↜كونان*\n*✦☜↜غوكو*\n*✦☜↜ناروتو*\n*✦☜↜لولوش*\n*✦☜↜لوفي*\n*✦☜↜لايت*\n*✦☜↜يامي*\n*✦☜↜تيتش*\n*✦☜↜شانكس*\n*✦☜↜نيترو*\n*✦☜↜سايتاما*\n*✦☜↜كرولو*\n*✦☜↜كيلوا*\n*✦☜↜هيسوكا*\n*✦☜↜ايتاتشي*\n\n\n*الي بده اضيف له شخصيته المفضله*\n\n〘https://wa.me/qr/MW4GFYOS5MQNK1〙\n\n*╝━═━═✦•⊰⚜️⊱•✦━═━━╚*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"غامبول","none","*غامبول*\n\n*لا يوجد انتظار اسوء من انتظار الاكل..*<#>*غامبول*\n\n*اغلب الوجوه البريئة هي منبع الفساد..*<#>*غامبول*\n\n*ساحكم العالم يوما واجعل الدراسة ممنوعة..*<#>*غامبول*\n\n*المدرسة هي الجانب المظلم في حياتي..*<#>*غامبول*\n\n*انا شخص مشاعري جميعها ميتة...*\n*الا الشعور بالجوع..*<#>*غامبول*\n\n*الجزء المشرق في حياتي احترقت لمبته..*<#>*غـامـبــول*\n\n*علمتني الحياة أشياء لكن ما فهمت شيء*<#>*غامبول*\n\n*لا تثق بأحد حتى الشخص الذي بداخلك لأنه يتكلم وانت نائم*<#>*غامبول*\n\n*غبائك هو عباره عن ذكاء زائد لم يفهمه الآخرون*<#>*غامبول*\n\n*انتم تسمونه الكسل وانا اسميه قانون حفظ الطاقة*<#>*غامبول*\n\n*مر شريط حياتي امام عيني وقد كان ممل جداً*<#>*غامبول*\n\n*اصدقائي يتحولون إلى اشخاص مرعبون عند تناول الطعام*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"ايتاتشي","none","*اوتشيها ايتاتشي*\n\n*لن تعرف حقيقة نفسك حتى النهاية عندما يأتيك الموت ستعرف اي شخص انت وستفهم حقيقتك البشرية لحضه موتك*<#>*اوتشيها ايتاتشي*\n\n*القسوه ليست دائماً عنوان القلوب الميته فبعض القلوب الطيبه تقسو لأنها مجروحه*<#>*اوتشيها ايتاتشي*\n\n*ساسكي.... إن لم تكن اخي لأريتك الجحيم*<#>*الأكاذيب ستبقيك بعيداً دائماً عن رؤية نفسك الحقيقة*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"مادارا","none","*اوتشيها مادارا*\n\n*الانسان وجد ليعيش لا لكي يمنع الآخرين من العيش*<#>*اوتشيها مادارا*\n\n*في هذا العالم اينما وجد الضوء فسيرافقه الظلام طالما وجد مفهوم المنتصر فهناك مفهوم الخاسر أيضاً*<#>*اوتشيها مادارا*\n\n*عندما يتعلم الشخص الحب عليه مواجهة خطر الكراهية*<#>*اوتشيها مادارا*\n\n*لقد اخبرتك مسبقاً هذا العالم لا يسير حسب امانيك*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"هيسوكا","none","*هيسوكا*\n\n*عندما تقرر أن تلعب بالنار ، فلا تملأ الدنيا بصراخك وأنت تحترق*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"اوبيتو","none","*اوتشيها اوبيتو*\n\n*لا أريد أن أكون أي شخص. كل ما يهمني هو استكمال خطة عين القمر. هذا العالم لا قيمة له على الإطلاق. لم يبق فيه سوى البؤس*<#>*اوتشيها اوبيتو*\n\n*في عالم النينجا ، أولئك الذين لا يتبعون القواعد هم قمامة. لكن أولئك الذين يتخلون عن أصدقائهم أسوأ من القمامة*<#>*اوتشيها اوبيتو*\n\n*في اللحظة التي يعرف فيها الناس الحب ، فإنهم يجازفون بحمل الكراهية*<#>*اوتشيها اوبيتو*\n\n*فقط عندما أصبحا أنا وكاكاشي أصدقاء ... لم أتمكن من الاعتراف لرين ... أتمنى لو كان لدي المزيد من الوقت مع الجميع*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"جيرايا","none","*جيرايا*\n\n*انا متاكد انه سياتي يوم حين يستطيع الناس ان يتفاهمو فيما بينهم بصدق*<#>*جيرايا*\n\n*المقياس الحقيقي للشينوبي ليس كيف عاش.... بل كيف مات*<#>*جيرايا*\n\n*الموت في سبيل ما تؤمن ليس مصيراً سيئاً.... بل خلود في موتٍ رائع*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"كونان","none","*كونان*\n\n*لا توجدُ جريمةٌ كاملة ! و على المُجرمِ أن ينالَ عِقابهُ مهمَـا طالَ الزّمن*<#>*كونان*\n\n*المتحرّي الذي يكشِف مُلابسات الجَرِيمة ثمّ يتركُ القاتل لينتحر .. يصبحُ قاتِلاً مثله*<#>*كونان*\n\n*وهل تحتاجُ إلى سبب ؟ ربّما نحتاجُ إلى سببٍ لقتلِ الآخرِيـن ،\n\nولكن عندمَا يتعلّق الأمر بإنقاذِ حياةِ شخصٍ ما ، فإننا نفعلُ ذلك بِدون سبب !*<#>*كونان*\n\n*عندما تستبعد المستحيل ، فان الأمر الغير محتمل الذي يتبقى ، لابد أنه الحقيقة*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"غوكو","none","*غوكو*\n\n*أفضل أن أكون قردًا بلا عقول من وحش بلا قلب*<#>*غوكو*\n\n*لا فائدة من الاستمرار في القتال معك ، فأنت خائف وخائف للغاية. العيش مع هذا الخوف. دعه يبقى مقفلًا في صمت. وداعا فريزا ، لا تفعل الشر مرة أخرى ، أتمنى أن تعيش بقية حياتك في سلام*<#>*غوكو*\n\n*لم تتح لك الفرصة أبدًا لأن تكون أي شيء آخر ، ما زلت أحترمك. أعلم أنك ارتكبت الكثير من الأخطاء ، لكنني أرى الآن أنه لم يكن كل خطأك*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"ناروتو","none","*ناروتو*\n\n*بعض الأصدقاء نخجل ان ندعوهم اصدقائنا فقط... انهم اخوه واعمق*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"لولوش","none","*لولوش*\n\n*لماذا يكذب الناس؟ ليس فقط لأنهم يكافحون ضد بعضهم البعض ، بل لأن هناك شيء ما يبحثون عنه*<#>*لولوش*\n\n*إذا كان للسعادة شكل ، فكيف ستبدو؟ قد يكون شيئًا مثل الزجاج ، لأن المرء لا يلاحظه بشكل طبيعي. ومع ذلك ، فهو موجود بالفعل. كدليل ، إذا نظرت إليها من زاوية مختلفة ، فإن الزجاج سوف يعكس الضوء. سيذكر وجودها ووجودها ببلاغة أكثر من أي شيء آخر في هذا العالم*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"لوفي","none","*لوفي*\n\n*اذا جعت فكل*<#>*لوفي*\n\n*القوة لا تقاس بمدى حجم قبضتك بل بمدى حجم قلبك وأحلامك*<#>*لوفي*\n\n*\nلدي رفاق أريد أن أحتفظ بهم إن لم أصبح أقوى من أي شخص آخر سوف أخسرهم جميعا*<#>*لوفي*\n\n*تريد حماية الكل من الموت ؟؟ هذه سخافة ، أنها حرب . . الناس يموتون*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"لايت","none","*لايت*\n\n*فى هذا العالم ... هناك قلة قليلة للغاية يثقون ببعضهم البعض بحق*<#>*لايت*\n\n*هذا العالم يعمه الفساد ، وأولئك الذين كانوا سببا في ذلك لايستحقون سوى الموت *<#>*لايت*\n\n* هذا العالم فاسد .. يجب أن يموت الفاسدين لتطهير هذا العالم*<#>*لايت*\n\n* انظر حولك ستجد اشخاص سيكون العالم افضل بدونهم*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"يامي","none","*يامي*\n\n*تجاوز حدودك. هنا. الآن*<#>*يامي عمكم*\n\n*في النهاية ... الشيء الأكثر أهمية في فارس السحر هو ... قوة حلمه*<#>*يامي عمكم*\n\n*حماية كل ما هو ثمين لك. في يوم من الأيام سيقودك لحماية شيء آخر*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"تيتش","none","*مارشال دي تيتش*\n\n*أحلام الناس لا تنتهي*<#>*مارشال دي تيتش*\n\n*أن تعيش أو تموت كلاهما بيد الإله ، ولكن الخاسر\nالأكبر هو الذي يخشاهم ""الحياة والموت*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"لاك","none","*لاك*\n\n*الندبه على ظهر السياف عار ، ليس من شيم السيافين*<#>*لاك*\n\n*يجب أن تتقبل حقيقة أن هناك من هو أفضل منك و لكن عليك أن تسعى لتكون أفضل من أي شخص ٱخر. *<#>*لاك*\n\n*عندما قررت أن تبحر في المحيطات . . كل شي يحدث لك أنت المسؤول عنه ، لا تلم البقية.*<#>*لاك*\n\n*المعركة لن تنتهي حتى يكون هناك فائز*<#>*لاك*\n\n*هذا هو ما يعنيه أن تكون القائد لا يمكن أن تشك في نفسك ، إن فقدت ثقتك بنفسك ، من الذي سنثق به ؟؟*","random","","","g","","","","","0","","","","","","","","seconds","0","1","","",,,,,,,,,,
"شانكس","none","*شانكس*\n\n*لقد تمنّيتُ أن يفِرًّ القُبطان من ساحة المعركة مرّاتٍ لا تحصى ؛ و تمنّيتهُ أن يذرِف الدموع*<#>*شانكس*\n\n*كرامتك لا تستحقّ أن تكون ثمناً لحياتك*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"نيترو","none","*نيترو*\n\n*عندما يغضب الانسان يتصرف بشكل لا يرضاه عقله في حالة هدوئه*<#>*نيترو*\n\n*امكانية البشر على التطور لا حدود لها*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"سايتاما","none","*سايتاما*\n\n*'عليك أن تستمر في فعل ذلك. بغض النظر عن مدى صعوبة الأمر. لقد استغرق الأمر مني 3 سنوات كاملة لأكتسب هذه القوة*<#>*سايتاما*\n\n*عليك أن تتدرب مثل الجحيم حتى النقطة التي يسقط فيها شعرك. هذه هي الطريقة الوحيدة لتصبح قويًا حقًا*<#>*سايتاما*\n\n*'أنا مجرد رجل بطل من أجل المتعة. أنا لا أخسر أبدا. والسطح يحرسني!*<#>*سايتاما*\n\n*'البشر أقوياء لأننا نستطيع تغيير أنفسنا*<#>*سايتاما*\n\n*'عندما كنت طفلاً صغيراً أردت أن أصبح بطلاً. ليس بعض رجل الأعمال اللعين. لكن بطل خارق يمكنه إرسال أشرار فاسدين مثلك وأنت تطير بلكمة واحدة*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"كرولو","none","*كرولو لوسيفر*\n\n*أنا هو الرأس وأنتم سيقان العنكبوت ، القانون الطبيعي يفرض أن السيقان تتبع بشكل أعمي لكن ببساطه هذا يمثل سلسلة القيادة ولا ينطبق ذلك علي حياتي أو موتي إذا حدث ومت فليحل احدكم مكاني وقد يأتي وقت فيه السيقان أهم من الرأس اتخذوا القرار الصحيح أوامري ذات أولويه قصوي لكن أنا لست أولوية قصوة هدفنا ليس الحفاظ علي حياتنا الشخصية ولكن علي العنكبوت*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"كيلوا","none","*كيلوا*\n\n*اذا تجاهلت صديق لدي القدره على مساعدته الن تعتبر تلك خيانة له*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"لاك حب","none","*الغيرة مرض والحب حالة صحية، فغالباً ما يخطئ عقل غير الناضج فيعتقد أنه كلما زاد الحب زادت الغيرة*<#>*بين منطوق لم يُقصَد، ومقصود لم يُنطَق، تضيع الكثير من المحبة*<#>*الحب أفضل من الغضب، والأمل أفضل من الخوف، والتفاؤل أفضل من اليأس؛ لذلك علينا أن نكون محبين، آملين ومتفائلين، وسنغير العالم*<#>*لا خير في حياة يحياها المرء بغير قلب، ولا خير في قلب يخفق بغير حب*<#>*أول واجب في الحب هو الإصغاء*<#>*أجمل حب هو الذي نعثر عليه أثناء بحثنا عن شيء آخر*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"لاك حزن","none","*الحياة رواية قصيرة عليك قراءتها حتى النهاية، لاتتوقف أبدا عند سطر حزين، قد تكون النهاية جميلة...*<#>*بوجهي بسمة لن انزعها\nوان ولدت من رحم الجرح\nفيكفي انه ما من حزن\nالا و يأتي بعده فرح*<#>*مادمنا من ماء وتراب / كيف حين نبكي/ لاتنبت منا أزهار؟*<#>*لا أشعر بحقيقة نفسي إلا عندما أصاب بحزن لا يطاق*<#>*إذا كثرت أحزانك ... نم*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"لاك حكمة,لاك حكمه","none","*إن رأيت الموت أمامك\nافرح\nلعلّه لا يخذلك كما خذلتك الحياة*<#>*وما الحرب\nإلا حرف زائد على الحب،\nفلا تزد.*<#>*الورطة الحقيقية التي يواجهها أي حاكم هي أن يقابل رجلاً لا يخشاه فعلاً .. رجلاً لا يريد منه شيئاً فعلاً*<#>*إذا كانَ القَلبُ فارِغَاً فما فَائِدة العقْل*<#>*الحكم نتيجة الحكمة والعلم نتيجة المعرفة فمن لا حكمة له لا حكم له ، و من لا معرفة له لا علم له*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"لاك اكرهك","none","*ليش ماني محبوب؟*<#>*كنت بحبك وبتزوجك*<#>*بتحبيني غصب وبتزوجك بعدين*<#>*ادري انك تحبيني لا تكذبي بس*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"لاك تتزوجني","none","*بالله؟*<#>*بفكر*<#>*متى الزواج؟*<#>*تقبلي تكوني زوجتي؟*<#>*لا🗿*<#>*لا انقلعي🗿*<#>*يلا*<#>*انتي زوجتي فعلا🗿✨*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
